col_datetime,index,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_year,col_label
2022-09-27 17:37:30,14,27,17,37,9,30,2022-09-27T15:44:47.000Z,0,0,0,0,0,0,0,0,145,145,112,0,0,,41.7,0,0,0,299,299,302,300,299,298,298,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:33,15,27,17,37,9,33,2022-09-27T15:44:50.000Z,0,0,0,0,0,0,0,0,145,145,120,0,0,,97.9,0,0,0,299,299,301,300,299,298,298,305,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:35,16,27,17,37,9,35,2022-09-27T15:44:52.000Z,0,0,0,0,0,0,0,0,145,145,128,0,0,,16.0,0,0,0,299,299,301,300,299,298,298,305,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:38,17,27,17,37,9,38,2022-09-27T15:44:55.000Z,0,0,0,0,0,0,0,0,145,145,136,0,0,,72.2,0,0,0,300,299,300,300,300,299,298,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:41,18,27,17,37,9,41,2022-09-27T15:44:58.000Z,0,0,0,0,0,0,0,0,145,145,144,0,0,,130.1,0,0,0,300,300,300,300,301,299,298,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:43,19,27,17,37,9,43,2022-09-27T15:45:00.000Z,0,0,0,0,0,0,0,0,145,145,152,0,0,,46.5,0,0,0,300,300,300,300,301,299,298,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:46,20,27,17,37,9,46,2022-09-27T15:45:03.000Z,0,0,0,0,0,0,0,0,145,145,160,0,0,,104.4,0,0,0,300,301,299,300,302,300,299,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:48,21,27,17,37,9,48,2022-09-27T15:45:05.000Z,0,0,0,0,0,0,0,0,145,145,168,0,0,,22.5,0,0,0,300,301,299,300,302,300,299,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:51,22,27,17,37,9,51,2022-09-27T15:45:08.000Z,0,0,0,0,0,0,0,0,145,145,176,0,0,,78.7,0,0,0,300,302,298,300,303,300,300,304,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:54,23,27,17,37,9,54,2022-09-27T15:45:11.000Z,0,0,0,0,0,0,0,0,145,145,184,0,0,,135.0,0,0,0,300,302,298,300,303,301,300,303,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:56,24,27,17,37,9,56,2022-09-27T15:45:13.000Z,0,0,0,0,0,0,0,0,145,145,192,0,0,,53.0,0,0,0,300,303,298,300,304,301,301,303,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:37:59,25,27,17,37,9,59,2022-09-27T15:45:16.000Z,0,0,0,0,0,0,0,0,145,145,200,0,0,,111.0,0,0,0,300,303,297,300,304,302,302,303,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:38:01,26,27,17,38,9,1,2022-09-27T15:45:18.000Z,0,0,0,0,0,0,0,0,145,145,208,0,0,,27.3,0,0,0,300,304,297,300,304,302,302,302,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:38:04,27,27,17,38,9,4,2022-09-27T15:45:21.000Z,0,0,0,0,0,0,0,0,145,145,216,0,0,,83.6,0,0,0,300,304,297,300,304,303,303,302,,,13,300,300,300,300,300,300,300,300,,2022,0
2022-09-27 17:38:07,28,27,17,38,9,7,2022-09-27T15:45:24.000Z,0,0,0,0,0,0,0,0,145,145,224,0,0,,139.8,0,0,0,300,304,297,300,304,303,303,301,,,13,300,300,300,300,300,300,300,300,,2022,0
